d_ate,Total Trade,Total Volume,Total Value in Taka (mn),Total Market Cap in Taka (mn),DSEX Index,DSES Index,DS30 Index
8/8/2022,188447,299690935,10834.607,5112061.277,6258.95,1368.23881,2237.60027
8/7/2022,198404,345626533,11173.383,5138626.188,6304.00012,1376.83531,2259.56896
8/4/2022,201219,311990342,11902.605,5134773.995,6312.25085,1375.19123,2265.20423
8/3/2022,206841,336147664,11954.137,5122458.518,6300.10772,1370.5108,2258.82667
8/2/2022,205138,297720866,11832.748,5091331.749,6249.23299,1362.35567,2234.20828
8/1/2022,176470,256331240,9217.344,5050290.193,6163.99432,1347.08407,2204.18946
7/31/2022,126820,144941097,5679.594,5028777.175,6133.96031,1339.47712,2193.57505
7/28/2022,80052,100084806,4417.782,4921130.774,5980.5109,1308.20034,2145.25115
7/27/2022,118502,236282055,7784.318,4961474.751,6038.00311,1319.84173,2162.85243
7/26/2022,191090,223654172,8380.517,5007340.74,6112.24666,1333.98041,2190.02393
7/25/2022,141938,190252506,6399.594,4993465.175,6082.89805,1332.32101,2177.19879
7/24/2022,106854,144539057,4709.771,4984391.784,6052.44104,1328.36115,2168.15545
7/21/2022,141825,180161950,6769.341,5031190.466,6126.51637,1345.08597,2200.83339
7/20/2022,137857,166972439,6655.825,5028462.914,6138.78734,1346.25585,2206.08233
7/19/2022,76197,100787330,3193.502,5040988.973,6153.17741,1348.05555,2213.23518
7/18/2022,115352,134268226,5152.976,5090131.271,6216.89059,1359.63089,2235.83212
7/17/2022,149625,160947259,5934.981,5148236.814,6304.28873,1376.24209,2267.56134
7/14/2022,144334,143813003,5806.394,5159603.641,6324.50422,1377.35244,2273.85125
7/13/2022,139892,181955654,7023.113,5161022.24,6324.80821,1377.72226,2272.96258
7/12/2022,136334,189078515,6794.935,5179177.707,6355.48607,1385.63016,2284.13946
7/7/2022,144768,196012698,7886.612,5187724.766,6366.95744,1387.89136,2293.76785
7/6/2022,144579,171205272,7469.546,5193549.099,6366.0509,1389.19584,2299.86048
7/5/2022,188539,248585045,9607.961,5197541.611,6372.13365,1389.2524,2301.91749
7/4/2022,262953,190523236,6626.134,5172555.269,6346.88173,1385.16382,2283.95091
7/3/2022,160308,163920558,6548.339,5172428.708,6359.77777,1384.74672,2291.21048
6/30/2022,177763,233670165,9377.475,5177816.911,6376.94392,1386.77953,2295.58651
6/29/2022,160045,221318815,8056.987,5159387.877,6350.46648,1385.40832,2295.18362
6/28/2022,167385,226815650,8188.264,5157489.276,6342.59004,1385.65389,2294.58382
6/27/2022,149088,181973948,7007.627,5141236.001,6320.33335,1380.80733,2285.21334
6/26/2022,128772,159859657,5943.793,5131906.506,6301.08974,1378.86814,2286.6032
6/23/2022,140250,157974101,6837.437,5143164.605,6327.65291,1382.92979,2298.60151
6/22/2022,131831,183110019,6943.728,5133566.73,6317.80193,1381.47823,2293.95423
6/21/2022,121786,255990340,7258.836,5124259.486,6311.65565,1378.91115,2295.41866
6/20/2022,136962,189693348,8223.942,5149751.848,6357.3856,1388.02345,2314.57577
6/19/2022,162523,208210813,8957.84,5181296.883,6406.46981,1397.11354,2329.95399
6/16/2022,190270,259789529,10466.322,5193116.634,6425.73633,1403.25623,2327.946
6/15/2022,177080,246937735,9438.897,5165353.436,6374.5127,1389.59829,2301.91914
6/14/2022,171642,221287935,8749.198,5162404.379,6361.39055,1387.6774,2300.91216
6/13/2022,137795,199889240,7981.972,5178244.832,6391.99015,1394.82983,2316.97654
6/12/2022,136251,176268522,6364.07,5201052.509,6431.46025,1403.07966,2334.64802
6/9/2022,149850,195445941,7582.662,5228818.256,6480.30092,1413.74492,2352.38436
6/8/2022,179953,294379665,9196.574,5231718.127,6484.24844,1412.95376,2353.64508
6/7/2022,170205,193662301,7398.138,5221754.082,6468.6041,1410.89114,2350.76825
6/6/2022,198192,248774922,9740.72,5240759.127,6489.17129,1416.95806,2361.34005
6/5/2022,188210,257800562,9501.044,5245744.251,6497.39319,1426.07575,2373.80096
6/2/2022,181579,242890339,8751.071,5202772.06,6451.53162,1415.72271,2355.68252
6/1/2022,162282,206507568,7431.205,5192032.196,6433.1729,1412.56394,2355.85875
5/31/2022,138655,174925525,6378.768,5167653.297,6392.85911,1403.53136,2350.25325
5/30/2022,169030,237486285,8364.017,5171327.407,6388.65989,1401.48841,2350.80721
5/29/2022,159771,211898643,8336.186,5164254.273,6369.33221,1399.74038,2346.94133
5/26/2022,105416,124547007,5391.257,5080025.09,6237.9798,1373.7086,2307.38702
5/25/2022,119149,135311789,5131.172,5051582.06,6187.64948,1363.45966,2287.98872
5/24/2022,147095,193443970,6608.422,5074177.623,6211.46086,1367.28199,2295.05216
5/23/2022,145708,176541739,6589.369,5110645.224,6261.54535,1376.99079,2309.75179
5/22/2022,144335,219415379,6822.14,5031662.002,6142.681,1361.7304,2277.16451
5/19/2022,155461,175799671,6688.812,5098721.787,6258.24873,1383.0427,2316.6813
5/18/2022,177420,206011787,7629.356,5134933.067,6309.91585,1391.50679,2336.48534
5/17/2022,183823,209639877,7797.648,5194283.232,6403.50516,1408.76933,2363.66612
5/16/2022,220284,290244800,10241.542,5217616.599,6430.93179,1410.29927,2365.92295
5/12/2022,186651,201040617,8233.611,5310129.951,6565.4702,1432.17198,2406.91939
5/11/2022,201327,241290227,11357.087,5337464.399,6591.99032,1433.41312,2420.64343
5/10/2022,247305,320245121,12580.058,5384343.791,6665.61461,1448.89288,2435.774
5/9/2022,224200,273935729,12083.187,5407887.377,6698.08398,1454.13674,2449.39575
5/8/2022,216879,235640893,9725.367,5384374.161,6669.41844,1447.41829,2449.2534
5/5/2022,112923,113840008,4687.066,5365983.087,6643.16613,1443.6369,2453.5718
4/28/2022,174579,200498772,8698.147,5369610.866,6655.6665,1446.98328,2460.76757
4/27/2022,147314,181661908,9324.932,5391472.021,6677.64445,1453.43358,2466.16496
4/26/2022,144993,145232370,7667.463,5390496.401,6677.56799,1456.40024,2474.32743
4/25/2022,138617,144216698,5930.163,5372871.76,6666.91159,1454.63867,2476.57165
4/24/2022,190218,208913624,8958.424,5373661.555,6683.2389,1461.54506,2486.12621
4/21/2022,184332,181230981,7540.773,5356181.42,6662.36324,1464.6282,2478.07504
4/20/2022,148933,138231724,6059.716,5318212.489,6606.41056,1454.1271,2463.83815
4/19/2022,154304,138348873,5998.473,5268177.924,6530.06777,1443.40314,2436.11843
4/18/2022,232154,96421740,3903.887,5229760.949,6482.38116,1428.67689,2409.68739
4/17/2022,86919,90649795,3939.792,5277613.3,6554.87364,1442.22289,2435.00388
4/13/2022,102724,125750510,5296.942,5290246.582,6584.97476,1447.78888,2440.45252
4/12/2022,90763,124471637,5329.508,5285073.818,6574.07285,1442.87693,2431.64914
4/11/2022,107457,125418060,5574.625,5328419.815,6638.56813,1454.75568,2451.9188
4/10/2022,108674,133083415,6435.697,5336643.506,6662.452,1459.81,2458.51879
4/7/2022,99576,133848988,5156.439,5325397.249,6641.2337,1453.60489,2451.59109
4/6/2022,98445,124431267,4905.023,5334877.725,6662.48286,1456.22081,2459.03891
4/5/2022,104004,139195142,5758.312,5358543.658,6694.30129,1460.77186,2464.62714
4/4/2022,110725,156511956,6206.69,5371705.614,6718.91331,1462.04747,2468.71579
4/3/2022,128151,209822707,8366.286,5406304.828,6771.91593,1470.9359,2487.97395
3/31/2022,152808,214520302,11169.465,5394154.804,6757.83526,1468.11411,2474.00543
3/30/2022,146151,167122052,8013.283,5390167.842,6753.76371,1463.93276,2465.59967
3/29/2022,161199,218887224,9816.165,5400970.248,6765.30222,1464.98251,2471.08081
3/28/2022,169091,181955740,9245.701,5392716.252,6758.16776,1465.46316,2468.05983
3/27/2022,146021,185840871,8588.871,5380889.314,6741.55178,1458.07279,2462.90744
3/24/2022,140612,183421468,8295.95,5382633.403,6752.87373,1456.81114,2466.74073
3/23/2022,154544,196788136,8632.01,5385436.608,6750.40126,1456.42531,2469.43996
3/22/2022,163148,234051937,9576.054,5399792.662,6771.66033,1460.57237,2471.05607
3/21/2022,121399,174589288,6346.843,5355952.819,6691.77995,1441.51258,2436.28378
3/20/2022,114327,177413595,6161.125,5363380.338,6698.04448,1441.30202,2434.98274
3/16/2022,159520,238980242,8357.062,5407926.283,6765.58965,1454.31031,2458.49203
3/15/2022,190541,340616865,10656.341,5424250.665,6765.47959,1456.65126,2458.97219
3/14/2022,180494,295867042,9865.12,5419472.854,6763.9339,1452.70317,2460.48513
3/13/2022,198996,303573025,9987.369,5411325.471,6765.73261,1453.18023,2463.19045
3/10/2022,196768,307325011,10612.066,5351060.607,6668.14654,1435.40213,2425.10514
3/9/2022,169925,205272774,7730.15,5336401.087,6630.02351,1429.47177,2415.5963
3/8/2022,174734,206575604,7460.935,5221714.969,6474.28851,1399.07846,2374.07441
3/7/2022,183682,206815979,7402.638,5219345.86,6456.51376,1394.40484,2374.3934
3/6/2022,141306,166347588,6515.631,5331733.809,6638.63722,1431.02127,2438.94094
3/3/2022,150369,148729297,6445.537,5384274.194,6696.52047,1441.99038,2462.94274
3/2/2022,155974,163055164,6560.615,5395236.129,6699.83596,1443.42389,2470.50942
3/1/2022,190541,203091762,7989.142,5437864.447,6753.78965,1453.72863,2489.96735
2/28/2022,163311,187544008,7300.197,5437192.458,6739.44961,1453.47871,2482.35912
2/27/2022,217381,256975025,9162.867,5396872.328,6676.14258,1445.14309,2467.90326
2/24/2022,231716,282681402,10502.803,5503559.808,6839.44086,1475.7207,2514.97804
2/23/2022,187925,196485303,8878.52,5578035.557,6948.67279,1498.55258,2550.50518
2/22/2022,207657,186387296,9088.248,5555349.832,6917.90927,1495.22482,2536.36751
2/20/2022,219991,198827588,11409.354,5566428.072,6926.62543,1498.76626,2545.61581
2/17/2022,233023,197813578,10049.943,5609298.797,6991.35616,1508.14259,2573.85045
2/16/2022,220210,237527031,12136.445,5645283.533,7043.69402,1521.21225,2598.60653
2/15/2022,233310,236499264,12310.705,5645867.456,7036.77192,1520.0112,2589.25901
2/14/2022,335461,288828866,12417.775,5651714.331,7060.73827,1519.8522,2597.13633
2/13/2022,341916,281031136,12756.43,5671101.332,7089.52593,1522.98417,2605.05391
2/10/2022,266990,286428918,12543.267,5667529.59,7085.94994,1517.61751,2597.49428
2/9/2022,222282,282911802,11508.179,5674486.242,7081.38222,1512.89448,2604.98303
2/8/2022,240074,339678875,14497.581,5667846.724,7072.78784,1511.37904,2610.3311
2/7/2022,235580,283916309,14277.92,5657362.365,7051.80301,1509.55999,2607.72288
2/6/2022,250891,280165124,13350.973,5670420.392,7064.29311,1513.99995,2611.54226
2/3/2022,229453,296631888,12612.732,5621827.359,7023.52028,1504.24827,2592.3441
2/2/2022,229257,289486705,12668.797,5620421.736,7016.75938,1503.99283,2592.77086
2/1/2022,238787,288334968,13525.727,5611034.189,6997.6036,1497.49124,2588.56824
1/31/2022,272471,305170790,12150.12,5569823.43,6926.29042,1481.88758,2559.14991
1/30/2022,221556,290408568,13331.338,5605955.32,6991.55304,1491.16374,2585.15423
1/27/2022,212127,261064870,12190.022,5629029.614,7027.55029,1499.97341,2602.33933
1/26/2022,197210,225240940,11157.807,5632115.457,7032.44413,1504.05392,2612.16109
1/25/2022,194175,216407261,11174.269,5621393.689,7032.57464,1504.6147,2613.33224
1/24/2022,219524,233537096,12146.29,5614619.265,7019.25364,1505.01112,2614.26692
1/23/2022,245885,274416388,14824.5,5640087.276,7073.00015,1508.09575,2629.44965
1/20/2022,254015,330525551,16012.026,5652352.354,7105.69315,1508.39624,2635.38333
1/19/2022,258227,334293495,17355.74,5665691.525,7089.43268,1509.14962,2617.30794
1/18/2022,269669,369839276,17128.797,5654909.584,7055.70941,1506.56477,2598.95575
1/17/2022,263750,322954040,16867.353,5661138.328,7055.27115,1505.00856,2607.83445
1/16/2022,250918,312045936,15068.009,5646609.262,7019.59675,1502.00723,2598.34916
1/13/2022,211158,234639063,12428.411,5649969.654,7017.22855,1501.71043,2616.30366
1/12/2022,252406,346628802,16641.708,5604978.618,6996.0606,1494.77702,2606.78594
1/11/2022,290694,432828856,19768.853,5624831.249,7049.15048,1495.87038,2626.66334
1/10/2022,237951,308519424,14874.544,5587543.132,6994.15481,1480.68539,2606.54544
1/9/2022,234124,311526571,14610.885,5545487.164,6932.61174,1468.13718,2579.12318
1/6/2022,255045,377761838,16834.768,5580319.425,6987.45034,1472.14975,2603.08677
1/5/2022,234613,325586315,14141.643,5533323.728,6929.9319,1463.68266,2575.88251
1/4/2022,193225,255067851,11821.891,5496399.343,6892.99375,1456.12223,2571.1881
1/3/2022,208175,274039341,13141.42,5487466.455,6882.30028,1451.39146,2576.11496
1/2/2022,152368,194362542,8941.784,5470909.916,6853.13908,1445.37516,2560.64
12/30/2021,157713,172373531,9218.146,5421963.964,6756.6568,1431.12345,2532.58403
12/29/2021,156778,170124230,7353.747,5401449.577,6731.14801,1427.27469,2522.31875
12/28/2021,174844,195283811,8726.047,5410305.002,6742.63173,1431.47112,2523.78082
12/27/2021,162881,163729520,7451.018,5358273.857,6669.21563,1417.63564,2504.08067
12/26/2021,179811,162356285,8856.137,5340871.658,6629.87541,1408.86624,2488.04171
12/23/2021,178272,176016681,8017.849,5392582.617,6702.61133,1423.6494,2511.99394
12/22/2021,170980,153689120,7674.723,5428231.348,6754.44613,1433.90146,2536.45238
12/21/2021,158748,150958512,6520.165,5432005.091,6757.25996,1436.53499,2538.51181
12/20/2021,197074,184729990,8071.689,5425211.975,6736.55611,1432.65391,2528.66035
12/19/2021,211424,205181299,7862.186,5462143.207,6783.19042,1443.24544,2547.70583
12/15/2021,152666,184315109,8074.02,5515907.93,6868.17468,1462.30531,2586.4613
12/14/2021,185724,288112164,10807.997,5500749.673,6837.80683,1456.6619,2568.41806
12/13/2021,157848,194575906,6966.492,5530907.793,6882.02482,1460.31729,2585.32647
12/12/2021,224470,300869251,11482.387,5549326.392,6920.35329,1467.40418,2604.08686
12/9/2021,199331,255750444,10434.565,5571904.794,6984.74113,1475.46242,2632.19076
12/8/2021,256736,347500092,11523.937,5547841.566,6952.13808,1467.06885,2621.04515
12/7/2021,220617,383494951,13310.452,5606573.699,7048.99217,1480.06904,2660.30458
12/6/2021,219162,234999544,8871.367,5570111.062,6978.53604,1464.67832,2634.63179
12/5/2021,209264,236617858,8949.825,5561708.859,6965.63052,1461.06971,2638.25755
12/2/2021,272995,334962505,12451.96,5528406.27,6936.20154,1458.91757,2635.93837
12/1/2021,232267,319474053,11026.129,5446353.961,6847.00432,1437.77418,2589.85201
11/30/2021,167514,321152195,11468.788,5364946.915,6703.25623,1405.55461,2516.28204
11/29/2021,129335,174286870,7081.896,5432183.142,6795.51316,1430.87971,2567.38434
11/28/2021,137955,237421009,8371.003,5417862.703,6773.89652,1429.32903,2576.17244
11/25/2021,140920,251540672,8497.747,5460973.568,6852.08826,1442.38297,2602.86968
11/24/2021,165731,363739143,11295.537,5497396.698,6917.91696,1452.00828,2631.37137
11/23/2021,181255,399015133,13146.04,5549111.148,7013.00406,1468.58201,2660.85593
11/22/2021,185133,452021578,12260.463,5565088.884,7022.29166,1470.97496,2666.99287
11/21/2021,241225,642420289,17862.718,5602190.609,7085.67052,1475.27343,2683.84468
11/18/2021,197321,403403829,14610.362,5610785.618,7091.81885,1480.32879,2694.94791
11/17/2021,212780,384698551,15070.262,5591249.13,7060.77793,1484.14787,2683.29691
11/16/2021,204234,405494129,14918.505,5592663.935,7056.5798,1484.81865,2691.26252
11/15/2021,188434,337216026,14213.482,5531564.991,6941.36779,1465.04581,2659.5435
11/14/2021,169766,230471557,11113.575,5521237.791,6930.07232,1464.97377,2655.98982
11/11/2021,200528,320227196,15062.394,5564700.878,6995.92841,1477.57894,2680.96657
11/10/2021,171638,242314227,11637.881,5560142.831,6982.18017,1478.89276,2660.74162
11/9/2021,157384,217893667,10077.596,5491540.75,6868.08828,1454.80573,2616.03083
11/8/2021,172733,246824143,10751.314,5454063.891,6799.64275,1437.431,2583.68738
11/7/2021,167089,238896520,11455.551,5494289.765,6855.87789,1444.32395,2598.97081
11/4/2021,170368,241175868,10684.269,5515581.236,6906.71806,1462.18444,2601.28195
11/3/2021,186971,280916700,11544.396,5509623.871,6898.27914,1461.16238,2585.80245
11/2/2021,214091,355714877,12951.155,5559581.673,6954.35013,1468.18113,2605.94009
11/1/2021,195639,291274470,12753.996,5590879.285,6998.0396,1474.46552,2625.70154
10/31/2021,255170,423224288,16370.276,5595236.372,7000.94603,1470.49556,2620.59642
10/28/2021,252512,449516171,17244.811,5634986.043,7062.35722,1479.39395,2638.90891
10/27/2021,218918,364262250,14972.578,5633418.398,7011.88984,1481.43505,2644.32859
10/26/2021,195064,314451212,13869.156,5639243.215,7005.78285,1482.46491,2661.64858
10/25/2021,202677,316360712,14704.319,5572170.463,6885.2936,1465.60124,2644.54748
10/24/2021,191199,287050409,14710.462,5653034.191,7005.70859,1487.78616,2698.3149
10/21/2021,176258,272955760,13109.71,5698512.461,7076.23101,1518.16373,2699.33834
10/19/2021,215134,357124909,16828.51,5668032.256,7020.61421,1504.9209,2656.05105
10/18/2021,219626,324936106,13938.336,5714123.415,7097.27442,1525.17746,2678.55743
10/17/2021,229664,374735148,16553.778,5773599.645,7186.46415,1546.31848,2705.13817
10/14/2021,212466,316585192,14338.776,5801128.103,7243.26619,1567.43761,2719.13883
10/13/2021,258253,425667480,19529.918,5746898.834,7248.44097,1566.60392,2717.56946
10/12/2021,255822,435703379,18638.006,5792819.671,7313.9831,1591.04397,2749.88006
10/11/2021,255805,404038918,18485.754,5828703.952,7345.57263,1596.64922,2757.28237
10/10/2021,265977,528929858,19628.7,5843690.593,7367.99947,1596.53072,2765.78024
10/7/2021,314628,572053126,24972.046,5821242.788,7342.96922,1595.78827,2767.38975
10/6/2021,334220,545493391,26812.644,5806630.522,7351.0455,1600.25556,2787.81848
10/5/2021,320474,485681457,23520.411,5815577.205,7331.39618,1594.42833,2778.12297
10/4/2021,339715,578941669,27552.059,5820505.943,7327.54711,1593.74677,2765.2679
10/3/2021,311087,519563995,24392.493,5829011.203,7356.04279,1593.97402,2741.71468
9/30/2021,314076,552436748,25023.021,5815431.229,7329.03694,1592.0988,2710.52813
9/29/2021,285760,508942624,22694.62,5800849.177,7302.85812,1583.65969,2696.87584
9/28/2021,276027,494808342,21357.344,5794501.738,7297.24338,1585.28576,2691.82133
9/27/2021,274457,464853555,19808.725,5769129.601,7251.71421,1578.76661,2676.24208
9/26/2021,282171,519320341,22572.937,5755232.236,7237.1417,1574.58526,2665.61324
9/23/2021,244841,435687019,18524.29,5770365.828,7250.60005,1581.05471,2673.55949
9/22/2021,275863,522888086,21506.878,5761594.847,7241.84289,1582.52327,2673.19048
9/21/2021,285021,458233608,19100.342,5770559.22,7258.57065,1586.96753,2685.98681
9/20/2021,276340,405155058,17625.645,5730031.734,7205.82471,1570.08157,2661.41929
9/19/2021,309783,492737903,20337.774,5723756.771,7191.80851,1566.80384,2655.8124
9/16/2021,314913,497047724,21713.183,5744753.451,7228.31377,1577.10392,2674.55034
9/15/2021,288302,476853747,21047.291,5749851.179,7196.55163,1568.78386,2649.36624
9/14/2021,306250,495802932,20974.09,5738470.851,7140.50404,1556.22067,2611.68818
9/13/2021,294146,455346155,20405.341,5798474.063,7218.05534,1578.82942,2635.1519
9/12/2021,385919,637464067,27084.041,5833458.664,7202.09054,1575.96715,2638.10507
9/9/2021,374365,624281881,26965.825,5863189.561,7258.74794,1592.31412,2647.14282
9/8/2021,356610,615405704,25555.264,5824339.221,7196.32428,1571.91217,2613.54355
9/7/2021,379057,701062369,28661.698,5800052.785,7140.87406,1551.81479,2583.93612
9/6/2021,367402,698498485,29015.264,5718879.527,7075.49258,1536.03817,2546.62159
9/5/2021,381438,717924639,28683.774,5692843.667,7052.82142,1528.65258,2533.97556
9/2/2021,340045,636072906,24743.004,5637156.423,6981.05847,1508.66571,2496.84081
9/1/2021,332533,598784416,23663.629,5600997.639,6916.38971,1495.67077,2474.7237
8/31/2021,318189,603008681,22493.414,5579723.317,6869.24734,1490.2977,2453.95016
8/29/2021,302044,533351325,18468.907,5547796.041,6823.60375,1484.25685,2443.48135
8/26/2021,375422,710939554,22276.403,5575091.543,6851.32177,1487.20111,2453.43497
8/25/2021,356129,776510724,25707.67,5591891.875,6878.75614,1493.21477,2459.6976
8/24/2021,351949,819395593,27629,5587029.858,6884.67639,1494.48814,2463.55873
8/23/2021,379659,842973379,27748.101,5563703.229,6862.4148,1487.32168,2459.94803
8/22/2021,366001,906454190,27063.181,5544392.423,6842.23269,1479.72052,2451.89277
8/19/2021,307388,697847425,22188.894,5497216.204,6760.61865,1461.33728,2423.54846
8/18/2021,332357,830077685,24655.387,5505600.168,6771.8486,1466.2592,2426.82985
8/17/2021,353462,987110808,26734.976,5512359.397,6787.16732,1469.034,2422.17705
8/16/2021,380054,1014663963,29539.269,5490524.32,6748.92239,1468.83254,2427.6241
8/12/2021,343671,891874633,26617.011,5478686.692,6699.39134,1459.03654,2427.57381
8/11/2021,318573,713495786,22128.984,5447196.506,6623.31487,1444.07374,2397.65868
8/10/2021,392759,941702654,28401.187,5450445.1,6617.83409,1442.46838,2384.1046
8/9/2021,421803,970775549,29394.586,5455356.138,6628.14327,1452.1119,2392.6272
8/5/2021,349347,834591665,25116.658,5443261.095,6596.07734,1439.34231,2385.89596
8/3/2021,346468,820893752,23144.925,5415622.531,6535.87232,1424.60678,2366.44698
8/2/2021,335029,764503179,21878.374,5378709.325,6481.56946,1412.14661,2344.10475
7/29/2021,234503,506979617,15213.102,5344048.028,6425.25664,1401.04556,2327.87917
7/28/2021,230143,433831694,13608.976,5338807.234,6417.19199,1396.41012,2323.48658
7/27/2021,253832,479117999,14628.109,5322214.448,6379.67649,1388.28289,2308.74436
7/26/2021,253013,493517903,14289.498,5343445.683,6404.03273,1390.26579,2322.73596
7/25/2021,214552,453694889,13547.02,5350306.767,6424.21837,1393.84679,2336.4772
7/19/2021,237550,455525286,12644.934,5351852.356,6405.04496,1387.76347,2322.37883
7/18/2021,290842,694768465,17930.282,5323115.714,6365.11767,1379.38549,2306.02621
7/15/2021,280323,676874797,17898.564,5252718.214,6307.35674,1359.36076,2274.9055
7/14/2021,268447,615847957,16488.975,5215788.099,6273.33035,1353.09718,2274.69857
7/13/2021,299477,612677594,16685.142,5219085.619,6266.01728,1354.09628,2273.75658
7/12/2021,329338,564171495,15992.194,5177892.279,6208.39208,1346.82157,2259.04881
7/8/2021,255125,531170088,14919.105,5171821.801,6212.76991,1341.54997,2248.21302
7/7/2021,244193,648583829,15775.651,5150742.506,6177.21946,1327.49665,2231.54911
7/6/2021,276089,751646935,17897.443,5159127.358,6196.57423,1324.72581,2229.04945
7/5/2021,245511,631393271,15514.875,5173985.266,6219.94146,1326.72428,2225.12162
6/30/2021,236810,499231921,14078.976,5142821.304,6150.48392,1314.75548,2208.3787
6/29/2021,215201,427382170,11480.889,5074617.664,6042.49696,1298.396,2185.82809
6/28/2021,215885,416950144,13284.951,5063089.719,6026.64815,1294.80934,2176.64465
6/27/2021,275884,595658536,17401.809,5042523.877,5992.73235,1287.43006,2168.63917
6/24/2021,254961,551085047,15979.503,5106387.618,6092.83856,1301.86009,2199.5269
6/23/2021,322583,757350344,20300.367,5082554.11,6035.8403,1297.3941,2188.83294
6/22/2021,311479,658920426,20175.679,5124629.424,6105.73174,1304.3064,2205.70129
6/21/2021,291726,634022850,20434.83,5130872.155,6125.41145,1305.5703,2220.89104
6/20/2021,247385,435319701,18352.539,5099285.989,6069.40926,1296.59522,2207.29692
6/17/2021,269745,485109177,18471.64,5081348.247,6052.75646,1290.93142,2197.06129
6/16/2021,306707,574313986,21096.872,5083160.798,6051.73714,1288.66516,2183.26559
6/15/2021,306267,581621230,20325.86,5066227.038,6022.31159,1284.06937,2176.88069
6/14/2021,277100,548857676,17401.671,5063437.672,6013.61724,1284.58995,2172.97687
6/13/2021,312427,722089279,20690.756,5083499.952,6036.05287,1293.42638,2192.5652
6/10/2021,367634,856390127,26692.596,5099377.7,6066.64183,1299.48126,2205.09967
6/9/2021,364006,785268820,27005.545,5097647.831,6055.0507,1296.24672,2202.62603
6/8/2021,287121,620462073,20657.562,5087139.374,6023.15274,1290.54342,2195.98387
6/7/2021,304927,633995473,20832.809,5065140.314,5975.89385,1289.42651,2195.12352
6/6/2021,367892,794601824,26693.888,5083684.671,6038.29185,1299.30996,2222.55307
6/3/2021,293067,658359136,21822.508,5089474.575,6053.42697,1293.17467,2203.59043
6/2/2021,304588,704425549,22873.273,5052255.87,6019.00368,1284.5194,2195.33122
6/1/2021,278441,600759697,19035.259,5041669.13,5993.33355,1284.07249,2193.63429
5/31/2021,267439,551438701,17363.381,5038687.665,5990.9879,1286.20048,2205.81674
5/30/2021,297983,798657878,21492.148,5034594.785,6008.69445,1285.88303,2208.2833
5/27/2021,313784,890718081,23688.853,5027435.028,5985.81503,1285.01473,2189.73544
5/25/2021,284524,664530416,20088.25,4985806.715,5884.78909,1270.60166,2170.24973
5/24/2021,261838,646890820,18200.776,4964542.402,5842.91008,1269.92284,2172.94824
5/23/2021,212377,465973810,14859.994,4912253.466,5787.59594,1263.64384,2161.72543
5/20/2021,224970,513752902,16527.892,4922920.966,5813.069,1272.81081,2178.47421
5/19/2021,266826,720470291,20990.515,4957426.849,5873.13719,1282.40948,2201.00434
5/18/2021,244463,574026271,17196.341,4949550.683,5829.23183,1281.13915,2194.79683
5/17/2021,272940,591210693,15346.224,4964613.985,5840.08658,1285.09215,2199.29612
5/16/2021,256238,576060533,14183.653,4930746.89,5813.16504,1282.78248,2192.65729
5/12/2021,239063,535120052,14535.688,4899405.384,5750.49691,1275.14192,2186.87116
5/11/2021,211728,456215297,14033.507,4886303.777,5724.36855,1271.90462,2194.75752
5/9/2021,227863,459158860,13520.393,4831659.082,5645.69164,1261.49319,2165.99701
5/6/2021,234388,503928394,14862.689,4776567.326,5606.01626,1252.18588,2137.28628
5/5/2021,199679,453316417,13985.111,4755454.28,5588.8302,1249.92799,2132.10741
5/4/2021,188917,359343248,13561.005,4733266.449,5535.48129,1249.24083,2118.71775
5/3/2021,171580,306594423,11598.312,4725311.463,5511.36405,1248.15898,2116.05219
5/2/2021,191046,354986607,14069.643,4727431.74,5517.01956,1255.1185,2123.32173
4/29/2021,174439,287156171,11728.884,4707127.896,5479.61533,1249.81916,2110.91413
4/28/2021,147860,229515081,9403.246,4700199.696,5461.34073,1249.03892,2112.36168
4/27/2021,137036,212712614,8243.669,4683120.281,5422.3897,1245.45669,2092.48192
4/26/2021,162477,267273747,11957.552,4727774.15,5485.8682,1262.80666,2125.89983
4/25/2021,169672,272368475,11888.624,4726171.648,5498.21376,1255.73462,2117.69191
4/22/2021,150287,229295064,8832.928,4683168.172,5435.03196,1237.39109,2087.55404
4/21/2021,131887,198891189,7766.719,4685196.995,5423.22421,1233.48964,2083.49996
4/20/2021,154673,256084890,12998.44,4690956.967,5421.78446,1233.53409,2082.8176
4/19/2021,126442,185691951,6972.968,4643153.512,5349.91504,1216.19893,2046.69444
4/18/2021,114812,166763653,6027.691,4632913.175,5331.42527,1211.54416,2040.25759
4/15/2021,107388,174983723,5564.212,4627543.912,5310.18762,1209.07619,2026.82388
4/13/2021,103896,146491478,5119.364,4585331.796,5258.50124,1198.57112,1997.63316
4/12/2021,93379,128664602,4943.122,4522790.664,5188.27688,1182.96729,1960.80354
4/11/2021,91352,118540332,4565.503,4510333.436,5164.69832,1177.61219,1952.91596
4/8/2021,106575,140772813,4758.779,4592399.859,5254.77567,1197.66032,1990.39362
4/7/2021,104144,171980175,5825.229,4651265.806,5337.33242,1214.1661,2011.19196
4/6/2021,95183,144617461,5084.546,4610575.019,5281.37747,1204.61004,1988.26562
4/5/2021,56450,66086163,2366.074,4509308.035,5177.48349,1182.72806,1944.65779
