d_ate,Total Trade,Total Volume,Total Value in Taka (mn),Total Market Cap in Taka (mn),DSEX Index,DSES Index,DS30 Index
3/16/2017,152001,301839377,9640.658,3771802.209,5701.27286,1311.07632,2059.63098
3/15/2017,146498,340748567,9725.267,3761727.222,5684.31078,1309.81494,2051.3326
3/14/2017,149341,329993251,9647.968,3761450.343,5681.25831,1309.66166,2043.64854
3/13/2017,163991,338221116,10013.316,3752268.242,5659.72114,1307.27156,2043.38202
3/12/2017,196598,388152497,12854.963,3759133.545,5676.25864,1308.80324,2055.02636
3/9/2017,174990,346974971,11853.63,3763980.737,5671.61964,1312.17444,2049.63575
3/8/2017,184437,369842156,13021.14,3755777.924,5649.98579,1309.12735,2040.99344
3/7/2017,157366,311744479,11275.64,3744163.925,5622.49419,1307.41218,2031.73354
3/6/2017,137274,253523309,9610.828,3726629.654,5588.835,1302.23433,2017.21573
3/5/2017,124836,208435526,7944.814,3720069.099,5573.07669,1299.90958,2010.867
3/2/2017,135192,216141245,8304.433,3729098.438,5586.74541,1304.02649,2021.03776
3/1/2017,154503,267466520,9619.737,3731726.24,5597.21656,1305.79198,2021.25557
2/28/2017,173440,312244952,11524.438,3739303.575,5612.69664,1305.63506,2025.82511
2/27/2017,163651,273436492,10202.941,3747948.402,5620.24699,1307.4657,2029.67535
2/26/2017,202401,374976372,13931.911,3757600.598,5635.11315,1312.07692,2037.34789
2/23/2017,200030,340211949,13331.52,3762221.542,5625.33057,1309.48028,2036.19989
2/22/2017,187462,321052508,13091.541,3768494.95,5625.83857,1313.14808,2033.45995
2/20/2017,199515,347359755,12979.365,3756668.691,5604.99881,1313.20659,2025.96458
2/19/2017,191611,336054057,12329.036,3748002.195,5583.00893,1308.84985,2020.4278
2/16/2017,167181,293254728,10627.622,3745076.665,5590.66585,1306.15202,2027.68062
2/15/2017,175701,290864678,10536.12,3736973.78,5580.63679,1304.0967,2025.531
2/14/2017,182524,325705211,11736.875,3748139.945,5598.71301,1308.71162,2034.51924
2/13/2017,181621,285472980,10935.017,3727869.85,5558.57254,1299.02951,2024.75513
2/12/2017,167571,263147525,9668.394,3713019.988,5546.28696,1294.78492,2011.24074
2/9/2017,165423,260163246,9135.52,3697788.723,5512.46483,1284.93393,2002.36472
2/8/2017,161680,270230652,8987.482,3685925.504,5488.23449,1278.41069,1993.86074
2/7/2017,148921,178467281,6203.246,3638585.029,5392.10144,1261.08057,1967.25989
2/6/2017,114300,167208963,5762.207,3624151.243,5363.09324,1257.29469,1961.85103
2/5/2017,135590,215211240,6779.695,3600481.594,5322.86856,1249.36305,1952.41176
2/2/2017,144443,228065495,7459.902,3621189.379,5365.13602,1254.79489,1956.89605
2/1/2017,155872,272469799,8825.578,3673256.204,5473.89142,1272.77174,1993.64325
1/31/2017,157258,266559666,9567.221,3668115.074,5468.34018,1268.27627,1993.15247
1/30/2017,182685,325441297,10745.158,3648507.999,5421.20757,1260.05783,1978.46132
1/29/2017,194678,314192840,11371.539,3686134.911,5500.85518,1274.7894,2003.24357
1/26/2017,196071,359660376,12696.086,3741166.945,5618.64762,1292.49169,2038.48047
1/25/2017,235683,489685302,15249.364,3728070.791,5621.27851,1287.5678,2028.06985
1/24/2017,275536,682824649,20134.49,3771721.724,5708.24946,1301.78602,2040.26685
1/23/2017,289244,703425123,21807.944,3755117.47,5669.79587,1297.60472,2024.63077
1/22/2017,244333,501596558,16683.848,3729128.603,5602.84613,1286.41806,2011.72226
1/19/2017,226941,422475057,14087.432,3686628.46,5534.06587,1275.554,1983.70713
1/18/2017,283647,630748345,19893.251,3693094.54,5533.49693,1276.3213,1980.88392
1/17/2017,282495,701223855,20649.657,3695023.649,5575.47273,1276.45034,1984.0759
1/16/2017,270485,672966668,18565.205,3640063.236,5477.86142,1260.8509,1944.47629
1/15/2017,248943,556580507,16590.807,3620230,5422.79539,1254.52125,1934.0624
1/12/2017,220958,470684580,14168.37,3592695.747,5342.87747,1243.01121,1910.50811
1/11/2017,258158,579471673,17045.585,3585436.152,5333.87512,1245.85403,1908.36983
1/10/2017,257030,513107347,16969.429,3557083.111,5277.39207,1240.42226,1894.66192
1/9/2017,204807,333994812,12467.912,3526149.874,5214.60412,1230.21958,1879.12164
1/8/2017,194824,322155139,10751.282,3492953.198,5158.69676,1218.60834,1860.56311
1/5/2017,203850,391324237,12454.942,3493496.881,5182.24715,1222.19797,1864.24271
1/4/2017,206131,389335565,12091.149,3485656.662,5156.6026,1218.47496,1855.92678
1/3/2017,225207,411288763,13910.958,3478837.508,5137.7364,1213.2384,1852.64788
1/2/2017,235975,472415430,14481.534,3467089.364,5119.58845,1209.68029,1841.60666
1/1/2017,184567,388159014,9936.988,3440603.194,5083.89246,1200.53368,1821.88718
12/29/2016,187217,433409709,10705.875,3412441.493,5036.05011,1191.87195,1810.91461
12/28/2016,169739,384576938,9382.829,3412612.171,5027.91901,1189.00398,1808.45185
12/27/2016,215275,498043898,12103.46,3402745.897,5016.74776,1182.23207,1807.45999
12/26/2016,192371,408178684,10818.092,3390230.025,4993.5304,1181.23024,1798.25671
12/22/2016,160324,308025315,9000.637,3379732.31,4956.73296,1175.85944,1796.64397
12/21/2016,143394,232004557,7446.696,3369578.003,4924.33729,1166.61905,1791.57619
12/20/2016,173318,314917354,9326.318,3373275.361,4931.17106,1167.34366,1797.18947
12/19/2016,189007,350084194,11201.557,3379530.665,4941.65277,1167.25901,1796.83079
12/18/2016,174258,306212070,9750.167,3381007.718,4938.5886,1169.47168,1803.03473
12/15/2016,187109,319916740,10230.501,3375643.499,4925.72256,1172.18139,1806.00638
12/14/2016,186872,308694047,10646.355,3368423.351,4906.92223,1169.02822,1797.35742
12/12/2016,146849,213808906,7412.365,3353014.719,4869.59724,1157.14052,1785.61952
12/11/2016,173521,293277172,8236.398,3349065.57,4861.1246,1154.57533,1784.18468
12/8/2016,181247,334203004,11498.327,3366862.153,4892.81541,1161.3691,1795.66206
12/7/2016,159429,276578174,8642.456,3359864.725,4871.28608,1158.29588,1793.1103
12/6/2016,157113,249071065,7953.645,3348397.7,4846.09259,1152.18685,1785.47026
12/5/2016,161412,269832878,8077.859,3346257.913,4836.32674,1151.64177,1784.36081
12/4/2016,156795,227590520,7334.003,3337987.959,4822.29072,1149.55322,1783.29431
12/1/2016,163952,248718507,8034.534,3341480.552,4823.02378,1149.5106,1787.69813
11/30/2016,142139,201460711,6305.85,3328814.026,4801.2437,1140.59266,1775.33786
11/29/2016,173332,296466055,8080.693,3324313.582,4793.30879,1135.47993,1768.0629
11/28/2016,155757,272521920,7480.876,3325629.38,4797.64973,1136.04773,1769.99049
11/27/2016,140307,238883589,6103.055,3323888.647,4786.5775,1134.68802,1768.49822
11/24/2016,140947,295440865,6584.255,3325131.956,4791.33324,1133.272,1769.53408
11/23/2016,142831,379747149,14781.836,3317100.208,4765.3554,1129.19548,1764.06861
11/22/2016,135624,232216163,6559.585,3311481.439,4750.20981,1129.68362,1764.20124
11/21/2016,133726,177706691,6108.798,3296206.528,4721.40098,1127.46489,1765.30294
11/20/2016,130927,175569392,5737.14,3297894.676,4721.98998,1126.59411,1763.80669
11/17/2016,128725,207695022,6281.649,3284886.716,4698.54129,1122.69849,1758.45891
11/16/2016,132382,184693701,6071.559,3273780.389,4676.75674,1119.67332,1753.80371
11/15/2016,140002,192063545,6465.675,3268016.729,4664.80769,1118.47736,1752.56931
11/14/2016,136837,152492835,6441.196,3265689.308,4644.98842,1117.07759,1746.64223
11/13/2016,134242,141417096,5646.318,3278395.934,4667.19787,1121.03018,1755.16752
11/10/2016,131669,138593291,6459.595,3285412.013,4677.13603,1122.47665,1758.15657
11/9/2016,127522,134162968,5549.559,3286859.762,4671.25801,1120.85051,1756.47917
11/8/2016,136952,156931129,6437.005,3295979.107,4691.06473,1126.23896,1763.78214
11/7/2016,137688,163277222,6339.166,3288470.767,4689.18328,1124.47196,1762.8099
11/6/2016,111540,134387299,4686.878,3281272.895,4672.39329,1118.99654,1756.80602
11/3/2016,115916,156106145,5037.473,3281811.097,4672.87501,1118.052,1757.76935
11/2/2016,109199,136446227,4570.448,3259412.821,4633.18545,1108.05184,1739.91103
11/1/2016,99922,116745469,3769.667,3240186.835,4596.86451,1102.58855,1731.02559
10/31/2016,97740,132605346,3890.03,3236338.162,4592.17713,1100.04416,1733.43485
10/30/2016,115500,128735530,4571.661,3247666.838,4605.08828,1100.677,1734.94545
10/27/2016,133894,176839819,6059.296,3260096.672,4636.23015,1109.80548,1751.44017
10/26/2016,135033,169424392,5914.43,3277427.322,4658.2082,1113.06394,1757.23631
10/25/2016,142351,172344207,6094.449,3292338.313,4681.86728,1118.11822,1758.25724
10/24/2016,130592,161640584,6448.868,3296478.282,4693.70095,1119.60026,1757.53819
10/23/2016,133383,193089592,5673.935,3290217.85,4693.00043,1117.54431,1754.20413
10/20/2016,127626,176420665,5007.582,3281664.552,4692.43603,1111.76367,1748.22824
10/19/2016,121050,226538094,5602.651,3277458.145,4702.51316,1114.49436,1750.54867
10/18/2016,121042,207069515,5715.911,3284045.919,4711.85824,1117.84485,1755.15449
10/17/2016,107724,161997449,4567.153,3270328.594,4692.94775,1116.07975,1754.62581
10/16/2016,109132,178904614,4838.331,3279856.257,4709.62676,1123.28094,1764.77698
10/13/2016,89691,120465437,4079.192,3283207.245,4701.31402,1123.59529,1767.5537
10/10/2016,99962,155813525,4486.108,3275081.608,4689.31905,1121.75796,1759.95894
10/9/2016,121003,182160236,5592.919,3278439.794,4698.63232,1122.42006,1762.25087
10/6/2016,110151,165907810,4889.118,3299456.649,4723.72831,1131.38671,1784.59317
10/5/2016,113067,173549542,5267.89,3298674.715,4714.05284,1130.07188,1783.85227
10/4/2016,121575,185319875,5623.269,3297885.843,4708.78936,1129.36606,1784.92645
10/3/2016,129469,182216859,5969.773,3283589.023,4691.13925,1124.0391,1778.68484
10/2/2016,123724,188370680,5312.427,3280251.333,4690.93079,1123.45979,1776.51562
9/29/2016,123879,195341635,6816.017,3281909.469,4695.18902,1125.86488,1778.703
9/28/2016,109418,143109214,4920.969,3278254.989,4690.63115,1126.1021,1779.39994
9/27/2016,128451,171586912,5342.118,3272096.553,4677.68512,1122.3982,1775.05869
9/26/2016,129291,199376264,5529.333,3277946.073,4683.99216,1122.63188,1771.49506
9/25/2016,123629,217059723,5765.497,3271371.042,4673.43742,1120.92392,1768.59401
9/24/2016,121606,177603609,5227.037,3273947.447,4680.3107,1121.99065,1771.90166
9/22/2016,129627,158099692,5552.148,3264292.174,4665.35142,1120.49886,1771.02472
9/21/2016,130434,150442105,6141.237,3255863.245,4660.14994,1118.1502,1773.45897
9/20/2016,111666,132460445,5360.635,3247098.684,4639.13292,1116.10704,1770.35329
9/19/2016,113622,146909149,5402.645,3240326.015,4626.17798,1109.80397,1763.68485
9/18/2016,80443,86109789,3149.214,3240897.731,4623.98019,1111.11644,1765.74215
9/8/2016,100795,129590433,4807.499,3232384.169,4601.08694,1108.66045,1759.66175
9/7/2016,107469,130782601,4986.009,3229706.772,4594.6754,1110.99814,1762.28607
9/6/2016,104213,105862074,4758.572,3216574.972,4568.35837,1106.98274,1754.31059
9/5/2016,97243,113224460,4252.782,3212894.981,4563.69193,1106.56222,1751.55456
9/4/2016,111148,118887838,4809.877,3210846.607,4557.43596,1103.99763,1747.89261
9/1/2016,99415,115050980,4072.232,3205072.539,4549.04373,1103.33492,1744.6243
8/31/2016,96000,101893338,4093.939,3192560.46,4526.57886,1097.48374,1735.36133
8/30/2016,110832,127011463,5311.333,3190796.606,4523.65966,1098.65642,1734.78585
8/29/2016,107640,108010574,4105.554,3196741.487,4534.04374,1101.56211,1736.35583
8/28/2016,118440,108846329,4655.157,3198873.447,4534.55723,1103.2653,1740.96912
8/24/2016,125482,106373142,4961.28,3211583.479,4554.27379,1107.35457,1748.17153
8/23/2016,128639,129287867,5894.034,3215131.048,4563.68405,1111.87059,1756.92373
8/22/2016,114688,117184454,4472.439,3226790.021,4577.84881,1116.96622,1762.90767
8/21/2016,122668,109585217,4706.978,3226011.972,4579.03292,1119.02134,1766.25765
8/18/2016,130849,128468928,5119.042,3230085.826,4585.08307,1121.49825,1765.92741
8/17/2016,126789,135950329,5039.402,3234557.946,4595.23921,1122.56948,1771.62251
8/16/2016,109331,119852599,4254.784,3233528.536,4586.25511,1123.2995,1773.85204
8/14/2016,95324,86253471,3359.206,3229068.766,4577.085,1122.02547,1776.39942
8/11/2016,124951,117755060,5009.495,3230939.515,4574.36013,1123.47225,1781.02
8/10/2016,111765,124731092,4818.576,3225414.752,4569.28607,1123.03253,1783.91492
8/9/2016,110625,102152166,4540.431,3221128.87,4567.68747,1118.92533,1783.04799
8/8/2016,120922,107667796,4632.876,3229857.182,4569.12631,1121.12253,1785.65984
8/7/2016,114335,92985571,4182.749,3230496.862,4568.42618,1122.22642,1789.28748
8/4/2016,112230,107536234,4428.624,3233019.177,4577.57235,1123.03555,1795.2017
8/3/2016,119673,109527079,4521.396,3233773.998,4575.9734,1123.47065,1793.72436
8/2/2016,102035,104899979,4408.387,3222568.62,4552.36514,1117.75433,1782.67383
8/1/2016,97326,96866301,3777.273,3211842.122,4533.71246,1113.26326,1774.80749
7/31/2016,104486,129271277,5029.525,3207368.507,4525.34975,1109.10388,1770.28107
7/28/2016,96957,90006723,3755.798,3222446.177,4538.26282,1111.18249,1771.5087
7/27/2016,99568,87756165,4052.206,3228530.815,4538.2058,1113.13187,1771.92986
7/26/2016,107185,101804255,4481.594,3228681.325,4550.16089,1116.57206,1777.80392
7/25/2016,98284,87195813,3953.165,3219927.246,4549.18332,1114.90408,1778.13657
7/24/2016,93180,77621232,3388.41,3213659.545,4551.07422,1113.7946,1778.8346
7/21/2016,99685,101076887,4077.703,3212840.998,4552.9278,1114.25397,1779.28783
7/20/2016,84106,90851927,3450.383,3214206.885,4554.54963,1115.80918,1779.74996
7/19/2016,89034,109911268,3996.327,3206549.825,4556.92789,1114.98951,1781.31223
7/18/2016,111776,151340950,4963.421,3212093.487,4571.81397,1119.54447,1787.26137
7/17/2016,104641,114342083,3741.419,3210746.298,4558.94472,1121.19978,1783.9477
7/16/2016,91763,95940986,3710.132,3209130.898,4554.74198,1120.81825,1783.62405
7/14/2016,97681,120599699,4503.206,3198126.607,4537.91919,1116.74367,1778.70424
7/13/2016,90486,109274924,3868.693,3194062.503,4538.0826,1115.45115,1776.52565
7/12/2016,92352,128045384,3941.122,3197070.944,4544.70755,1116.10565,1772.1457
7/11/2016,68124,103593207,2727.577,3177906.068,4505.1724,1106.51491,1756.82482
7/10/2016,53092,75900007,2095.492,3170012.334,4495.18935,1104.53181,1759.5629
6/30/2016,81038,106797272,3772.874,3185749.345,4507.58048,1110.83844,1770.82291
6/29/2016,76405,141071515,5862.487,3164161.171,4470.26394,1100.70426,1751.1703
6/28/2016,79109,116244928,3886.799,3153420.613,4451.36438,1095.52764,1740.14128
6/27/2016,76196,93661119,3521.103,3131999.302,4412.82689,1085.85065,1726.36083
6/26/2016,75084,86301909,2657.539,3115393.357,4380.22445,1080.16491,1714.75188
6/23/2016,81004,106684667,3116.083,3115936.382,4381.46119,1078.91025,1714.38104
6/22/2016,83142,114146872,3291.313,3105567.611,4366.2485,1076.09147,1710.08463
6/21/2016,80811,110047989,3284.294,3105732.591,4363.11257,1075.15807,1710.2101
6/20/2016,79494,80966255,3283.493,3110700.492,4369.0052,1075.77411,1712.99712
6/19/2016,85232,91854378,3214.62,3118405.964,4387.78183,1080.74769,1724.33954
6/16/2016,97589,95134623,5305.876,3124236.101,4395.27734,1080.81983,1729.29275
6/15/2016,93597,98351046,3576.713,3133381.906,4411.99731,1086.10039,1737.99752
6/14/2016,100089,106768113,3878.287,3132115.07,4409.08936,1084.71393,1738.51865
6/13/2016,91192,87521739,3637.866,3132942.4,4405.40397,1085.18746,1736.51637
6/12/2016,91252,80672282,3319.797,3133581.964,4409.40154,1083.48204,1737.39862
6/9/2016,93561,86236296,3404.883,3137460.33,4418.98593,1082.88165,1738.06197
6/8/2016,95582,84067626,3233.126,3134725.283,4420.42668,1085.06089,1741.56994
6/7/2016,134936,98209014,4714.797,3129466.989,4412.51204,1084.43404,1739.64968
6/6/2016,75079,82112042,2826.257,3109301.801,4410.93262,1083.72906,1737.26072
6/5/2016,86706,93293368,3078.72,3115208.843,4425.89495,1088.53084,1747.32546
6/2/2016,112276,151898338,4935.253,3122144.172,4446.08907,1096.97918,1761.18484
6/1/2016,96617,124159873,3580.773,3111238.428,4421.79486,1091.5485,1746.11997
5/31/2016,104427,114935939,4262.358,3108752.389,4419.3923,1091.868,1745.80527
5/30/2016,113302,148782502,4637.035,3111435.861,4423.00325,1089.69485,1733.77073
5/29/2016,113678,149353410,4279.683,3111032.877,4426.78054,1091.64505,1734.74307
5/26/2016,88382,109676461,3499.585,3091496.393,4388.00659,1076.58963,1707.96894
5/25/2016,98719,108044714,3768.234,3083723.561,4366.0339,1068.48541,1693.01635
5/24/2016,104263,115712401,3921.551,3099127.692,4394.06805,1073.63139,1704.76967
5/22/2016,98322,106204101,3695.535,3102627.049,4394.3191,1073.9636,1712.93255
5/19/2016,116182,124921416,4247.676,3101454.226,4392.87953,1077.4697,1719.2187
5/18/2016,101561,101498353,3612.983,3086166.446,4364.31232,1071.76561,1708.54869
5/17/2016,82738,81281247,3020.25,3067485.509,4326.63791,1062.0256,1689.52645
5/16/2016,78122,98703514,2886.417,3048500.475,4288.6452,1053.22025,1666.44778
5/15/2016,74833,66622830,2580.108,3044621.735,4275.4792,1050.62211,1660.01969
5/12/2016,79410,73023217,3112.9,3056439.219,4298.65064,1056.0929,1667.24622
5/11/2016,85830,78777472,3220.238,3066404.175,4318.44596,1062.49469,1673.5369
5/10/2016,98881,113416780,4307.011,3076276.665,4330.31975,1066.20501,1681.08143
5/9/2016,110474,101617505,4939.645,3073833.351,4329.397,1063.99703,1679.08508
5/8/2016,98405,95114367,3971.758,3070947.288,4340.06901,1069.4237,1682.60298
5/5/2016,106764,119559933,4781.241,3055786.478,4306.79684,1057.13254,1665.28751
5/4/2016,94673,104471354,4007.655,3028430.543,4258.20011,1042.23109,1641.81596
5/3/2016,92159,124839856,4058.5,3036433.847,4272.17717,1044.08456,1644.50311
5/2/2016,77513,100317982,4611.786,2985349.704,4171.40717,1020.02077,1599.23682
4/28/2016,95890,114920176,4422.29,2999852.93,4195.69851,1025.1472,1612.34297
4/27/2016,83152,104352182,3564.384,3023829.859,4238.94911,1034.68448,1632.78469
4/26/2016,93197,80430039,3436.523,3051677.33,4281.93256,1044.75407,1647.00866
4/25/2016,89138,71053320,3312.876,3072958.581,4321.62797,1053.6289,1658.53753
4/24/2016,93050,84638409,3075.142,3079194.015,4338.24583,1057.4864,1663.52121
4/21/2016,114520,100601476,4169.131,3085066.849,4340.34296,1057.93383,1666.1525
4/20/2016,108032,106690048,4340.283,3080397.192,4359.39636,1057.30814,1667.46804
4/19/2016,100744,82941125,3399.596,3070262.685,4357.6338,1055.97869,1662.39378
4/18/2016,113921,118239334,4257.959,3081568.005,4391.4203,1062.93802,1672.86972
4/17/2016,92365,83395892,3163.238,3080549.12,4393.34337,1064.31161,1673.22761
4/13/2016,103618,91376428,3900.744,3085177.734,4408.64279,1065.98883,1683.35421
4/12/2016,106644,100542723,4749.664,3081396.94,4407.52472,1067.26001,1678.87566
4/11/2016,104156,112097514,4185.325,3078044.203,4401.78495,1064.60486,1673.93652
4/10/2016,123813,118977127,4637.071,3092673.361,4431.12832,1070.38144,1681.12834
4/7/2016,117527,123149677,4334.32,3093465.369,4443.06662,1075.90067,1686.23846
4/6/2016,136700,126668941,4276.645,3077663.064,4413.85188,1067.63684,1670.52226
4/5/2016,84413,99594652,3178.457,3068069.55,4409.72398,1065.99356,1670.2585
4/4/2016,114490,142794778,4903.947,3079499.027,4431.65797,1068.82284,1678.10533
4/3/2016,101597,117567374,3739.842,3058592.922,4379.23179,1058.71636,1650.88789
3/31/2016,104806,126225104,4129.635,3036415.632,4357.53806,1052.13747,1648.95195
3/30/2016,99557,104311651,3854.411,3025177.059,4335.29667,1051.22381,1645.14664
3/29/2016,86371,85795140,3030.117,3012935.613,4311.80605,1046.07393,1631.73248
3/28/2016,91828,93754764,2979.181,3008817.17,4302.57819,1044.96399,1630.82012
3/27/2016,80315,94102845,2781.104,3033762.139,4355.93893,1057.28996,1651.13869
3/24/2016,96013,99489387,3297.193,3041722.681,4370.49711,1059.71028,1655.45547
3/23/2016,127532,127895160,4141.578,3044659.026,4381.16223,1060.79493,1658.14968
3/22/2016,87320,97756952,3234.803,3058849.921,4410.2219,1068.18644,1673.88347
3/21/2016,97952,143299811,4306.924,3075738.597,4442.15148,1079.1603,1691.59457
3/20/2016,90451,117588409,3406.922,3070571.667,4430.28207,1078.6967,1688.63875
3/16/2016,98027,111719196,3707.466,3079841.157,4446.28734,1080.44887,1693.30084
3/15/2016,103535,123206059,4350.693,3099868.295,4475.89306,1087.38686,1713.34061
3/14/2016,90874,103712782,3367.515,3100683.44,4467.61572,1085.41614,1712.48399
3/13/2016,95890,100368015,3678.229,3107358.811,4480.18318,1087.04814,1721.52783
3/10/2016,95239,111966997,3833.995,3107721.709,4484.52906,1085.56547,1721.06499
3/9/2016,83938,93659753,3138.346,3097098.7,4457.80819,1082.8226,1710.57276
3/8/2016,83781,89062371,3062.596,3092097.025,4453.89408,1080.40099,1709.58559
3/7/2016,77734,85014666,3109.504,3087660.291,4443.63412,1077.7429,1703.30781
3/6/2016,78422,82884948,3002.023,3085487.511,4435.46682,1078.86023,1703.77398
3/3/2016,81240,92740917,3369.68,3103561.41,4472.83852,1086.36949,1718.68954
3/2/2016,116960,152086328,5784.39,3094518.383,4462.17831,1083.40354,1713.2846
3/1/2016,105137,119532189,4406.366,3112906.42,4484.03847,1089.07342,1715.41223
2/29/2016,112132,130450315,4629.277,3143496.557,4511.96602,1099.78418,1722.85201
2/28/2016,102829,124204376,4243.364,3155879.572,4536.84424,1108.25392,1736.93128
2/25/2016,109262,132814336,4597.938,3168739.202,4567.56623,1115.2272,1753.20775
2/24/2016,115319,148688236,4851.464,3176010.488,4579.52976,1120.08293,1757.75621
2/23/2016,130394,146175466,5712.416,3185582.349,4598.34223,1129.04928,1777.22262
2/22/2016,108778,111260650,4686.867,3185111.586,4577.61708,1128.60615,1773.68096
2/18/2016,105628,107108815,4407.739,3184432.784,4587.66677,1125.40299,1766.22024
2/17/2016,119003,119049132,4712.234,3179497.433,4580.79424,1120.90567,1759.19997
2/16/2016,111108,112131095,4608.111,3179921.821,4578.85637,1118.87359,1752.72857
2/15/2016,106759,101308540,4457.476,3181612.303,4585.04349,1124.57078,1761.47309
2/14/2016,103419,92309274,4276.048,3174632.731,4580.55855,1122.27074,1760.57416
2/11/2016,120947,118499665,5056.612,3173941.356,4581.34563,1118.86637,1759.58854
2/10/2016,100320,94301520,3624.1,3167242.162,4573.42512,1113.86272,1749.36375
2/9/2016,98387,92339493,3368.171,3167695.249,4570.01097,1112.02881,1748.31146
2/8/2016,98987,86500105,3402.818,3161617.223,4560.76598,1109.90372,1741.92731
2/7/2016,94053,98500820,3183.8,3172736.537,4580.49474,1112.01601,1747.89415
2/4/2016,94334,107049522,3424.517,3165899.645,4571.11823,1108.42112,1742.72792
2/3/2016,106342,110444514,4146.271,3171635.298,4573.334,1108.86686,1747.11979
2/2/2016,119299,134724361,5097.327,3181283.855,4591.0999,1111.20952,1746.17453
2/1/2016,100178,115072027,3934.914,3159720.346,4560.42394,1101.09984,1729.63644
1/31/2016,109606,123288002,3967.883,3153074.24,4540.8927,1095.26733,1719.15061
1/28/2016,107636,126109550,4050.49,3170365.482,4573.58518,1102.69815,1729.15884
1/27/2016,93438,118733240,3585.799,3176750.813,4585.98614,1106.83564,1732.68261
1/26/2016,119705,145327617,4456.18,3193602.295,4610.11698,1114.41856,1746.79335
1/25/2016,137311,160104711,5152.282,3196340.549,4620.32212,1117.72028,1750.07289
1/24/2016,125702,150725942,4277.697,3197137.847,4626.13615,1115.81689,1750.43765
1/21/2016,118773,146411027,4186.761,3193687.577,4657.94403,1117.38754,1751.03161
1/20/2016,159727,227648967,6699.594,3203961.217,4669.51402,1122.46798,1755.87533
1/19/2016,168847,240561598,7207.232,3220933.035,4697.50962,1128.2568,1767.29785
1/18/2016,156707,222602529,6197.455,3199173.607,4687.2039,1121.97177,1753.55408
1/17/2016,133810,168944272,5126.155,3193162.154,4674.82543,1118.27889,1753.72298
1/14/2016,174010,249529023,6925.843,3199268.851,4694.95034,1118.94889,1761.10789
1/13/2016,170075,236197671,7438.7,3196552.921,4686.05125,1122.71326,1760.20719
1/12/2016,131202,167834474,5732.754,3186237.137,4665.43622,1121.64215,1757.076
1/11/2016,132242,162805486,5271.452,3186400.222,4663.6247,1121.1057,1756.93342
1/10/2016,153283,167234083,6080.346,3191449.551,4674.83908,1124.86765,1764.43831
1/7/2016,143642,160040422,6434.28,3183798.543,4676.0839,1126.8984,1771.28833
1/6/2016,151977,176584399,6557.407,3188421.701,4679.8071,1128.66535,1774.99171
1/5/2016,140542,156154254,6084.786,3163755.499,4643.25447,1118.33015,1764.07974
1/4/2016,115082,106430893,4398.981,3149009.466,4617.73395,1112.49375,1756.56222
1/3/2016,97323,96065340,3664.229,3158485.109,4624.01919,1109.28278,1759.51029
12/31/2015,96535,97047649,4343.95,3159757.747,4629.64302,1107.12173,1750.58889
12/30/2015,94383,89849971,3673.173,3144599.019,4604.91836,1104.62143,1741.59745
12/29/2015,104078,90617391,3902.343,3138027.313,4596.81345,1102.57426,1742.37115
12/28/2015,94697,92790787,4133.138,3136920.686,4592.33457,1102.16415,1744.06548
12/27/2015,94804,81499290,3333.137,3144434.726,4602.51989,1105.07876,1747.50457
12/24/2015,109582,96998177,4293.794,3151055.114,4608.32432,1106.48147,1747.43396
12/23/2015,101260,96620913,3943.899,3137591.936,4588.74738,1102.427,1740.81587
12/22/2015,114259,114713704,5262.527,3143467.819,4593.73531,1104.19815,1744.60584
12/21/2015,100334,96858253,4888.725,3137578.253,4578.87639,1101.19118,1734.1143
12/20/2015,104401,78853032,3479.05,3098970.262,4511.53857,1088.96383,1714.63668
12/17/2015,82353,69578655,2865.937,3104855.295,4520.87811,1090.59439,1719.74406
12/15/2015,105065,84345976,3246.733,3104824.833,4513.9739,1090.72303,1717.09708
12/14/2015,127334,83098160,3349.588,3116759.621,4533.91162,1094.63825,1724.743
12/13/2015,81069,70813386,2741.612,3123080.929,4542.73375,1096.22736,1726.25224
12/10/2015,105549,92582766,3743.494,3147382.113,4583.41769,1105.36044,1741.09489
12/9/2015,107754,96081415,3814.136,3149641.544,4587.37542,1104.7786,1743.94698
12/8/2015,109657,94370380,3980.805,3153799.959,4593.48707,1106.5751,1749.24059
12/7/2015,118059,112590126,4565.048,3168476.757,4608.04979,1110.52429,1756.82131
12/6/2015,134327,134457936,5576.263,3201669.968,4654.74716,1125.48428,1777.51213
12/3/2015,133802,143689591,6044.507,3200642.516,4641.03887,1124.2341,1772.22995
12/2/2015,129051,144607524,5645.428,3189321.594,4619.51394,1115.34589,1757.16057
12/1/2015,108678,119606472,4784.666,3186862.64,4621.67443,1115.79112,1754.76561
11/30/2015,107052,120299671,4555.556,3166453.084,4580.99838,1102.4475,1734.08238
11/29/2015,106115,122543505,4050.18,3156890.163,4580.76334,1100.33128,1730.7809
11/26/2015,96386,102467047,3482.774,3150590.228,4573.75114,1101.15858,1729.64147
11/25/2015,103112,110942351,3878.418,3149896.183,4568.01031,1098.48733,1727.95025
11/24/2015,112554,136464493,4430.338,3153280.156,4574.05536,1102.82507,1733.0276
11/23/2015,168947,155518031,5862.868,3162352.243,4585.10584,1106.26344,1743.52082
11/22/2015,113963,123690253,4306.535,3168747.707,4596.81339,1107.24064,1745.78084
